ham	#	0.003838707
ham	#150	0.000001768
ham	#5000	0.000001768
ham	-pls	0.000001768
ham	0	0.000001768
ham	00	0.000001768
ham	000	0.000001768
ham	000pes	0.000019450
ham	008704050406	0.000001768
ham	0089	0.000001768
ham	0121	0.000001768
ham	01223585236	1.000000000
ham	01223585334	0.000001768
ham	0125698789	0.000019450
ham	02	0.000001768
ham	0207	0.000001768
ham	0207-083-6089	0.000001768
ham	02072069400	0.000001768
ham	02073162414	0.000001768
ham	02085076972	0.000001768
ham	021	0.000001768
ham	03	0.000001768
ham	04	0.000001768
ham	0430-jul-05	0.000001768
ham	05	0.000001768
ham	050703	0.000001768
ham	0578	0.000001768
ham	06	0.000001768
ham	07	0.000001768
ham	07008009200	0.000001768
ham	07046744435	0.000001768
ham	07090201529	1.000000000
ham	07090298926	0.000001768
ham	07099833605	0.000001768
ham	07123456789	1.000000000
ham	0721072	1.000000000
ham	07732584351	0.000001768
ham	07734396839	1.000000000
ham	07742676969	1.000000000
ham	07753741225	0.000001768
ham	0776xxxxxxx	0.000001768
ham	07781482378	0.000001768
ham	07786200117	0.000001768
ham	077xxx	0.000001768
ham	078	0.000001768
ham	07801543489	0.000001768
ham	07808	0.000001768
ham	07808247860	0.000001768
ham	07808726822	0.000001768
ham	07815296484	0.000001768
ham	07821230901	0.000001768
ham	078498	0.000001768
ham	07880867867	0.000001768
ham	0789xxxxxxx	1.000000000
ham	07946746291	0.000001768
ham	0796xxxxxx	0.000001768
ham	07973788240	0.000001768
ham	07xxxxxxxxx	0.000001768
ham	08	0.000001768
ham	0800	0.000001768
ham	08000407165	0.000001768
ham	08000776320	0.000001768
ham	08000839402	0.000001768
ham	08000930705	0.000001768
ham	08000938767	0.000001768
ham	08001950382	0.000001768
ham	08002888812	0.000001768
ham	08002986030	0.000001768
ham	08002986906	0.000001768
ham	08002988890	0.000001768
ham	08006344447	0.000001768
ham	0808	0.000001768
ham	08081263000	1.000000000
ham	08081560665	0.000001768
ham	0825	0.000001768
ham	0844	0.000001768
ham	08448350055	0.000001768
ham	08448714184	0.000001768
ham	0845	0.000001768
ham	08450542832	0.000001768
ham	08452810071	0.000001768
ham	08452810073	0.000001768
ham	08452810075over18s	0.000001768
ham	0870	0.000001768
ham	08700435505150p	0.000001768
ham	08700469649	1.000000000
ham	08700621170150p	0.000001768
ham	08701213186	0.000001768
ham	08701237397	0.000001768
ham	08701417012	0.000001768
ham	08701417012150p	0.000001768
ham	0870141701216	0.000001768
ham	087016248	0.000001768
ham	08701752560	0.000001768
ham	087018728737	0.000001768
ham	0870241182716	0.000001768
ham	08702490080	0.000001768
ham	08702840625	0.000001768
ham	08704050406	0.000001768
ham	08704439680	1.000000000
ham	08704439680ts	0.000001768
ham	08706091795	0.000001768
ham	0870737910216yrs	0.000001768
ham	08707500020	0.000001768
ham	08707509020	0.000001768
ham	0870753331018	0.000001768
ham	08707808226	0.000001768
ham	08708034412	0.000001768
ham	08708800282	0.000001768
ham	08709222922	0.000001768
ham	08709501522	0.000001768
ham	0871-4719-523	0.000001768
ham	0871-872-9755	1.000000000
ham	0871-872-9758	0.000001768
ham	087104711148	0.000001768
ham	08712101358	0.000001768
ham	08712103738	0.000001768
ham	0871212025016	0.000001768
ham	08712300220	0.000001768
ham	087123002209am-7pm	0.000001768
ham	08712317606	0.000001768
ham	08712400200	0.000001768
ham	08712400602450p	0.000001768
ham	08712400603	0.000001768
ham	08712402050	0.000001768
ham	08712402578	0.000001768
ham	08712402779	0.000001768
ham	08712402902	0.000001768
ham	08712402972	0.000001768
ham	08712404000	1.000000000
ham	08712405020	0.000001768
ham	08712405022	0.000001768
ham	08712460324	0.000001768
ham	08712466669	0.000001768
ham	0871277810710p	0.000001768
ham	0871277810810	1.000000000
ham	0871277810910p	0.000001768
ham	08714342399	0.000001768
ham	087147123779am-7pm	0.000001768
ham	08714712379	1.000000000
ham	08714712388	0.000001768
ham	08714712394	0.000001768
ham	08714712412	0.000001768
ham	08714714011	0.000001768
ham	08715203028	0.000001768
ham	08715203649	0.000001768
ham	08715203652	0.000001768
ham	08715203656	1.000000000
ham	08715203677	0.000001768
ham	08715203685	0.000001768
ham	08715203694	0.000001768
ham	08715205273	0.000001768
ham	08715500022	1.000000000
ham	08715705022	0.000001768
ham	08717111821	0.000001768
ham	08717168528	0.000001768
ham	08717205546	0.000001768
ham	0871750	0.000001768
ham	08717507382	1.000000000
ham	08717509990	0.000001768
ham	08717890890	0.000001768
ham	08717895698	1.000000000
ham	08717898035	0.000001768
ham	08718711108	1.000000000
ham	08718720201	0.000001768
ham	08718723815	1.000000000
ham	08718725756	0.000001768
ham	08718726270	0.000001768
ham	087187262701	0.000001768
ham	08718726970	0.000001768
ham	08718726971	0.000001768
ham	08718726978	1.000000000
ham	087187272008	0.000001768
ham	08718727868	0.000001768
ham	08718727870	0.000001768
ham	08718730555	0.000001768
ham	08718730666	0.000001768
ham	08718738001	0.000001768
ham	08718738002	0.000001768
ham	08718738034	1.000000000
ham	08719180219	0.000001768
ham	08719180248	1.000000000
ham	08719181259	1.000000000
ham	08719181503	0.000001768
ham	08719181513	0.000001768
ham	08719839835	1.000000000
ham	08719899217	0.000001768
ham	08719899229	0.000001768
ham	08719899230	0.000001768
ham	09	0.000001768
ham	09041940223	0.000001768
ham	09050000301	0.000001768
ham	09050000332	1.000000000
ham	09050000460	1.000000000
ham	09050000555	0.000001768
ham	09050000878	1.000000000
ham	09050000928	0.000001768
ham	09050001295	0.000001768
ham	09050001808	0.000001768
ham	09050002311	0.000001768
ham	09050003091	0.000001768
ham	09050005321	0.000001768
ham	09050090044	0.000001768
ham	09050280520	0.000001768
ham	09053750005	0.000001768
ham	09056242159	0.000001768
ham	09057039994	1.000000000
ham	09058091854	0.000001768
ham	09058091870	0.000001768
ham	09058094454	1.000000000
ham	09058094455	0.000001768
ham	09058094507	0.000001768
ham	09058094565	0.000001768
ham	09058094583	0.000001768
ham	09058094594	1.000000000
ham	09058094597	0.000001768
ham	09058094599	0.000001768
ham	09058095107	0.000001768
ham	09058095201	0.000001768
ham	09058097189	0.000001768
ham	09058097218	1.000000000
ham	09058098002	0.000001768
ham	09058099801	0.000001768
ham	09061104276	0.000001768
ham	09061104283	0.000001768
ham	09061209465	0.000001768
ham	09061213237	0.000001768
ham	09061221061	0.000001768
ham	09061221066	0.000001768
ham	09061701444	0.000001768
ham	09061701461	0.000001768
ham	09061701851	0.000001768
ham	09061701939	0.000001768
ham	09061702893	0.000001768
ham	09061743386	0.000001768
ham	09061743806	0.000001768
ham	09061743810	1.000000000
ham	09061743811	0.000001768
ham	09061744553	0.000001768
ham	09061749602	0.000001768
ham	09061790121	0.000001768
ham	09061790125	0.000001768
ham	09061790126	1.000000000
ham	09063440451	1.000000000
ham	09063442151	0.000001768
ham	09063458130	0.000001768
ham	0906346330	0.000001768
ham	09064011000	0.000001768
ham	09064012103	1.000000000
ham	09064012160	0.000001768
ham	09064015307	0.000001768
ham	09064017295	0.000001768
ham	09064017305	0.000001768
ham	09064018838	0.000001768
ham	09064019014	0.000001768
ham	09064019788	0.000001768
ham	09065069120	0.000001768
ham	09065069154	1.000000000
ham	09065171142-stopsms-08	1.000000000
ham	09065171142-stopsms-08718727870150ppm	0.000001768
ham	09065174042	0.000001768
ham	09065394514	0.000001768
ham	09065394973	0.000001768
ham	09065989180	0.000001768
ham	09065989182	0.000001768
ham	09066350750	0.000001768
ham	09066358152	0.000001768
ham	09066358361	0.000001768
ham	09066361921	0.000001768
ham	09066362206	0.000001768
ham	09066362220	0.000001768
ham	09066362231	0.000001768
ham	09066364311	0.000001768
ham	09066364349	0.000001768
ham	09066364589	0.000001768
ham	09066368327	0.000001768
ham	09066368470	0.000001768
ham	09066368753	0.000001768
ham	09066380611	0.000001768
ham	09066382422	0.000001768
ham	09066612661	0.000001768
ham	09066649731from	0.000001768
ham	09066660100	0.000001768
ham	09071512432	0.000001768
ham	09071512433	0.000001768
ham	09071517866	0.000001768
ham	09077818151	0.000001768
ham	09090204448	1.000000000
ham	09090900040	0.000001768
ham	09094100151	0.000001768
ham	09094646631	1.000000000
ham	09094646899	0.000001768
ham	09095350301	0.000001768
ham	09096102316	0.000001768
ham	09099725823	0.000001768
ham	09099726395	0.000001768
ham	09099726429	0.000001768
ham	09099726481	0.000001768
ham	09099726553	1.000000000
ham	09111030116	1.000000000
ham	09111032124	0.000001768
ham	09701213186	0.000001768
ham	0a	0.000001768
ham	0quit	1.000000000
ham	1	0.000797447
ham	1-hanuman	0.000019450
ham	1-month	0.000001768
ham	1-u	0.000037132
ham	10	0.000196267
ham	100	0.000001768
ham	1000	0.000001768
ham	1000call	0.000001768
ham	1000s	0.000019450
ham	100p	0.000001768
ham	100percent-real	0.000001768
ham	100s	0.000001768
ham	100txt	0.000001768
ham	1013	1.000000000
ham	1030	0.000037132
ham	10am	1.000000000
ham	10am-7pm	0.000001768
ham	10am-9pm	0.000001768
ham	10k	0.000001768
ham	10p	0.000001768
ham	10ppm	0.000001768
ham	10th	0.000001768
ham	11	0.000054813
ham	1120	0.000019450
ham	113	0.000001768
ham	1131	0.000001768
ham	114	0.000001768
ham	1146	0.000001768
ham	116	0.000019450
ham	1172	0.000001768
ham	118p	0.000001768
ham	11mths	0.000001768
ham	12	0.000107859
ham	1205	0.000019450
ham	120p	0.000001768
ham	121	0.000001768
ham	1225	0.000001768
ham	123	0.000001768
ham	125	0.000001768
ham	1250	0.000001768
ham	125gift	0.000001768
ham	128	0.000019450
ham	12hours	0.000001768
ham	12hrs	0.000001768
ham	12mths	0.000001768
